1.570796327,-1.46916,0.05618
1.396263402,-1.53912,0.040916
1.221730476,-1.38436,0.029468
1.047197551,-1.16812,0.02862
0.872664626,-1.09604,0.05406
0.698131701,-0.97308,0.045156
0.523598776,-1.05152,0.054908
0.34906585,-1.25292,0.051728
0.174532925,-1.30804,0.039644
0,-1.45644,0.043036
-0.174532925,-1.56244,0.027772
-0.34906585,-1.51368,0.030952
-0.523598776,-1.37164,0.035828
-0.698131701,-1.22324,0.0371
-0.872664626,-1.18508,0.037736
-1.047197551,-1.18932,0.056392
-1.221730476,-1.25504,0.0477
-1.396263402,-1.38012,0.039644
-1.570796327,-1.39072,0.04876
