1.570796327,0.33072,0.0140132
1.396263402,0.75048,0.0203096
1.221730476,1.94616,0.032648
1.047197551,3.2436,0.040492
0.872664626,4.4308,0.024168
0.698131701,4.77,0.02544
0.523598776,4.24,0.024804
0.34906585,2.9468,0.0204368
0.174532925,1.39072,0.0173416
0,0.36676,0.0088192
-0.174532925,0.4134,0.0153276
-0.34906585,1.2826,0.018762
-0.523598776,2.4804,0.025016
-0.698131701,3.4768,0.0204792
-0.872664626,3.8584,0.024804
-1.047197551,3.3072,0.0149672
-1.221730476,2.1624,0.016218
-1.396263402,0.90736,0.0131652
-1.570796327,0.32224,0.0124656
