60,1.2,1.9,1.975,1.275
50,1.65,1.5,1.601261272,1.648738728
40,1.75,1.5,1.601261272,1.648738728
30,1.4,1.8,1.975,1.275
20,0.8,2.5,2.547600951,0.702399049
10,0.3,3,3.051137777,0.198862223
0,0.06,3.2,3.25,0
-10,0.2,3.1,3.051137777,0.198862223
-20,0.6,2.5,2.547600951,0.702399049
-30,1.2,2,1.975,1.275
-40,1.8,1.7,1.601261272,1.648738728
-50,1.65,1.6,1.601261272,1.648738728
-60,1.3,1.8,1.975,1.275
