90,0.33072,0.0140132
80,0.75048,0.203096
70,1.94616,0.032648
60,3.2436,0.040492
50,4.4308,0.024168
40,4.77,0.02544
30,4.24,0.024804
20,2.9468,0.0204368
10,1.39072,0.0173416
0,0.36676,0.0088192
-10,0.4134,0.0153276
-20,1.2826,0.018762
-30,2.4804,0.025016
-40,3.4768,0.0204792
-50,3.8584,0.024804
-60,3.3072,0.0149672
-70,2.1624,0.016218
-80,0.90736,0.0131652
-90,0.32224,0.0124656
