1.570796327,1.2402,0.043248
1.396263402,1.12148,0.044096
1.221730476,1.09392,0.026712
1.047197551,0.91372,0.03922
0.872664626,0.99216,0.029044
0.698131701,1.03668,0.035192
0.523598776,1.07272,0.027136
0.34906585,1.11936,0.043884
0.174532925,1.31016,0.030952
0,1.29108,0.041552
-0.174532925,1.18296,0.029892
-0.34906585,1.1342,0.0371
-0.523598776,0.90312,0.0205428
-0.698131701,0.8162,0.0182956
-0.872664626,0.83952,0.022472
-1.047197551,1.04516,0.055756
-1.221730476,1.04304,0.029468
-1.396263402,1.219,0.023108
-1.570796327,1.20204,0.023744
