1.570796327,0.00424,0.009377646
1.396263402,-0.07844,0.012101677
1.221730476,-0.10812,0.018227146
1.047197551,-0.0318,0.021584828
0.872664626,0.2862,0.017315677
0.698131701,0.6466,0.016329354
0.523598776,0.8798,0.017614189
0.34906585,0.8321,0.013871513
0.174532925,0.48866,0.011572234
0,0,0.006236116
-0.174532925,-0.48866,0.011572234
-0.34906585,-0.8321,0.013871513
-0.523598776,-0.8798,0.017614189
-0.698131701,-0.6466,0.016329354
-0.872664626,-0.2862,0.017315677
-1.047197551,0.0318,0.0074836
-1.221730476,0.10812,0.018227146
-1.396263402,0.07844,0.012101677
-1.570796327,-0.00424,0.009377646
