Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	table - Plot 1	
0	5.03983	0	5.03983	
0.0015625	-3.06772	0.0015625	-3.06772	
0.003125	-11.6135	0.003125	-11.6135	
0.0046875	-34.2927	0.0046875	-34.2927	
0.00625	18.0776	0.00625	18.0776	
0.0078125	12.2709	0.0078125	12.2709	
0.009375	23.994	0.009375	23.994	
0.0109375	4.38246	0.0109375	4.38246	
0.0125	15.5577	0.0125	15.5577	
0.0140625	7.6693	0.0140625	7.6693	
0.015625	-4.71114	0.015625	-4.71114	
0.0171875	34.1832	0.0171875	34.1832	
0.01875	9.0936	0.01875	9.0936	
0.0203125	-28.9242	0.0203125	-28.9242	
0.021875	38.6752	0.021875	38.6752	
0.0234375	-9.31272	0.0234375	-9.31272	
0.025	-7.34062	0.025	-7.34062	
0.0265625	6.46413	0.0265625	6.46413	
0.028125	-8.87448	0.028125	-8.87448	
0.0296875	-13.1474	0.0296875	-13.1474	
0.03125	-20.7071	0.03125	-20.7071	
0.0328125	14.3525	0.0328125	14.3525	
0.034375	3.72509	0.034375	3.72509	
0.0359375	-9.64141	0.0359375	-9.64141	
0.0375	18.9541	0.0375	18.9541	
0.0390625	17.3107	0.0390625	17.3107	
0.040625	-14.0239	0.040625	-14.0239	
0.0421875	-14.3525	0.0421875	-14.3525	
0.04375	5.14939	0.04375	5.14939	
0.0453125	21.8027	0.0453125	21.8027	
0.046875	2.62947	0.046875	2.62947	
0.0484375	7.77886	0.0484375	7.77886	
0.05	3.61553	0.05	3.61553	
0.0515625	-4.49202	0.0515625	-4.49202	
0.053125	-6.90237	0.053125	-6.90237	
0.0546875	-7.88842	0.0546875	-7.88842	
0.05625	-8.76492	0.05625	-8.76492	
0.0578125	-2.41035	0.0578125	-2.41035	
0.059375	30.239	0.059375	30.239	
0.0609375	3.3964	0.0609375	3.3964	
0.0625	-29.8007	0.0625	-29.8007	
0.0640625	25.8565	0.0640625	25.8565	
0.065625	-20.2689	0.065625	-20.2689	
0.0671875	1.20518	0.0671875	1.20518	
0.06875	-31.225	0.06875	-31.225	
0.0703125	13.5856	0.0703125	13.5856	
0.071875	16.3247	0.071875	16.3247	
0.0734375	-13.1474	0.0734375	-13.1474	
0.075	16.4342	0.075	16.4342	
0.0765625	-7.99799	0.0765625	-7.99799	
0.078125	-1.31474	0.078125	-1.31474	
0.0796875	4.49202	0.0796875	4.49202	
0.08125	3.61553	0.08125	3.61553	
