1.570796327,1.52428,0.035192
1.396263402,1.5158,0.033072
1.221730476,1.43736,0.018126
1.047197551,1.13844,0.032436
0.872664626,1.07908,0.02756
0.698131701,1.21688,0.033496
0.523598776,1.37588,0.052152
0.34906585,1.56244,0.027348
0.174532925,1.48824,0.044732
0,1.4734,0.041976
-0.174532925,1.41616,0.036464
-0.34906585,1.3144,0.03392
-0.523598776,1.0918,0.026924
-0.698131701,0.9752,0.032224
-0.872664626,0.98156,0.03922
-1.047197551,1.1024,0.039644
-1.221730476,1.09816,0.041976
-1.396263402,1.4098,0.05406
-1.570796327,1.5688,0.03286
