Time - TTL  0	TTL signal - TTL  0	Time - TTL  1	TTL signal - TTL  1	Time - Plot 2	SUM signal - Plot 2	
0	10	0	0.175787	0	0.416883	
0.0015625	10	0.0015625	0.144963	0.0015625	0.422376	
0.003125	10	0.003125	0.147099	0.003125	0.419935	
0.0046875	10	0.0046875	0.14893	0.0046875	0.418409	
0.00625	10	0.00625	0.159307	0.00625	0.422681	
0.0078125	10	0.0078125	0.143742	0.0078125	0.422681	
0.009375	10	0.009375	0.151982	0.009375	0.421766	
0.0109375	10	0.0109375	0.153813	0.0109375	0.420545	
0.0125	10	0.0125	0.149236	0.0125	0.42085	
0.0140625	10	0.0140625	0.147099	0.0140625	0.422376	
0.015625	10	0.015625	0.148015	0.015625	0.420545	
0.0171875	10	0.0171875	0.147099	0.0171875	0.426649	
0.01875	10	0.01875	0.153203	0.01875	0.422987	
0.0203125	10	0.0203125	0.14832	0.0203125	0.415052	
0.021875	10	0.021875	0.151677	0.021875	0.425428	
0.0234375	10	0.0234375	0.142521	0.0234375	0.423597	
0.025	10	0.025	0.142521	0.025	0.419324	
0.0265625	10	0.0265625	0.147404	0.0265625	0.421155	
0.028125	10	0.028125	0.144047	0.028125	0.423292	
0.0296875	10	0.0296875	0.145573	0.0296875	0.419935	
0.03125	10	0.03125	0.139164	0.03125	0.42024	
0.0328125	10	0.0328125	0.151067	0.0328125	0.419324	
0.034375	10	0.034375	0.144353	0.034375	0.421155	
0.0359375	10	0.0359375	0.146794	0.0359375	0.420545	
0.0375	10	0.0375	0.149541	0.0375	0.423902	
0.0390625	10	0.0390625	0.157781	0.0390625	0.425123	
0.040625	10	0.040625	0.14771	0.040625	0.416578	
0.0421875	10	0.0421875	0.144963	0.0421875	0.416578	
0.04375	10	0.04375	0.144658	0.04375	0.425123	
0.0453125	10	0.0453125	0.146794	0.0453125	0.42085	
0.046875	10	0.046875	0.146794	0.046875	0.420545	
0.0484375	10	0.0484375	0.142216	0.0484375	0.421461	
0.05	10	0.05	0.143437	0.05	0.419935	
0.0515625	10	0.0515625	0.144047	0.0515625	0.42024	
0.053125	10	0.053125	0.144658	0.053125	0.418409	
0.0546875	10	0.0546875	0.146489	0.0546875	0.419019	
0.05625	10	0.05625	0.146489	0.05625	0.416272	
0.0578125	10	0.0578125	0.145878	0.0578125	0.419019	
0.059375	10	0.059375	0.149846	0.059375	0.425123	
0.0609375	10	0.0609375	0.147404	0.0609375	0.419935	
0.0625	10	0.0625	0.141911	0.0625	0.416883	
0.0640625	10	0.0640625	0.142521	0.0640625	0.425123	
0.065625	10	0.065625	0.144047	0.065625	0.418104	
0.0671875	10	0.0671875	0.147404	0.0671875	0.422376	
0.06875	10	0.06875	0.136723	0.06875	0.417493	
0.0703125	10	0.0703125	0.149541	0.0703125	0.422681	
0.071875	10	0.071875	0.150151	0.071875	0.421461	
0.0734375	10	0.0734375	0.147099	0.0734375	0.419019	
0.075	10	0.075	0.145573	0.075	0.423292	
0.0765625	10	0.0765625	0.145878	0.0765625	0.419019	
0.078125	10	0.078125	0.162664	0.078125	0.417188	
0.0796875	10	0.0796875	0.146794	0.0796875	0.41963	
0.08125	10	0.08125	0.151982	0.08125	0.419019	
0.0828125	10	0.0828125	0.145878	0.0828125	0.419935	
0.084375	10	0.084375	0.148015	0.084375	0.414747	
0.0859375	10	0.0859375	0.146184	0.0859375	0.41963	
0.0875	10	0.0875	0.141606	0.0875	0.418714	
0.0890625	10	0.0890625	0.14069	0.0890625	0.421461	
0.090625	10	0.090625	0.144963	0.090625	0.42085	
0.0921875	10	0.0921875	0.139775	0.0921875	0.421461	
0.09375	10	0.09375	0.14893	0.09375	0.42024	
0.0953125	10	0.0953125	0.145878	0.0953125	0.423597	
0.096875	10	0.096875	0.149846	0.096875	0.424207	
0.0984375	10	0.0984375	0.144047	0.0984375	0.422376	
0.1	10	0.1	0.154729	0.1	0.415662	
0.101562	10	0.101562	0.151677	0.101562	0.42085	
0.103125	10	0.103125	0.14771	0.103125	0.422376	
0.104688	10	0.104688	0.14893	0.104688	0.418714	
0.10625	10	0.10625	0.144963	0.10625	0.416883	
0.107813	10	0.107813	0.142827	0.107813	0.422681	
0.109375	10	0.109375	0.153813	0.109375	0.419935	
0.110938	10	0.110938	0.142827	0.110938	0.423597	
0.1125	10	0.1125	0.149541	0.1125	0.421461	
0.114063	10	0.114063	0.151372	0.114063	0.419019	
0.115625	10	0.115625	0.142521	0.115625	0.423902	
0.117187	10	0.117187	0.137638	0.117187	0.425733	
0.11875	10	0.11875	0.149541	0.11875	0.421461	
0.120313	10	0.120313	0.14771	0.120313	0.415967	
0.121875	10	0.121875	0.150151	0.121875	0.417188	
0.123438	10	0.123438	0.145573	0.123438	0.423597	
0.125	10	0.125	0.144353	0.125	0.417188	
0.126562	10	0.126562	0.143132	0.126562	0.421155	
0.128125	10	0.128125	0.145268	0.128125	0.423292	
0.129688	10	0.129688	0.138859	0.129688	0.421461	
0.13125	10	0.13125	0.142827	0.13125	0.418409	
0.132812	10	0.132812	0.152898	0.132812	0.415052	
0.134375	10	0.134375	0.150761	0.134375	0.421766	
0.135938	10	0.135938	0.153203	0.135938	0.416578	
0.1375	10	0.1375	0.151372	0.1375	0.422071	
0.139063	10	0.139063	0.151372	0.139063	0.426038	
0.140625	10	0.140625	0.14893	0.140625	0.416883	
0.142187	10	0.142187	0.149236	0.142187	0.422071	
0.14375	10	0.14375	0.143437	0.14375	0.423292	
0.145313	10	0.145313	0.147404	0.145313	0.422987	
0.146875	10	0.146875	0.144353	0.146875	0.421155	
0.148437	10	0.148437	0.144353	0.148437	0.423597	
0.15	10	0.15	0.145268	0.15	0.417798	
0.151563	10	0.151563	0.139775	0.151563	0.422071	
0.153125	10	0.153125	0.147099	0.153125	0.423597	
0.154688	10	0.154688	0.149236	0.154688	0.41963	
0.15625	10	0.15625	0.154118	0.15625	0.414136	
0.157813	10	0.157813	0.151067	0.157813	0.418409	
0.159375	10	0.159375	0.151067	0.159375	0.424818	
0.160938	10	0.160938	0.148625	0.160938	0.421461	
0.1625	10	0.1625	0.14893	0.1625	0.417798	
0.164062	10	0.164062	0.143437	0.164062	0.416272	
0.165625	10	0.165625	0.145878	0.165625	0.422987	
0.167188	10	0.167188	0.148015	0.167188	0.418409	
0.16875	10	0.16875	4.95041	0.16875	0.422987	
0.170313	10	0.170313	4.95773	0.170313	0.42909	
0.171875	10	0.171875	4.95102	0.171875	0.422681	
0.173438	10	0.173438	4.95956	0.173438	0.421461	
0.175	10	0.175	4.93973	0.175	0.429395	
0.176563	10	0.176563	4.95529	0.176563	0.426954	
0.178125	10	0.178125	4.9559	0.178125	0.425123	
0.179687	10	0.179687	4.95468	0.179687	0.424207	
0.18125	10	0.18125	4.95529	0.18125	0.41963	
0.182813	10	0.182813	4.93973	0.182813	0.423292	
0.184375	10	0.184375	4.95193	0.184375	0.422376	
0.185938	10	0.185938	4.95132	0.185938	0.422987	
0.1875	10	0.1875	4.95285	0.1875	0.421766	
0.189063	10	0.189063	4.96048	0.189063	0.415357	
0.190625	10	0.190625	4.9559	0.190625	0.425123	
0.192188	10	0.192188	4.95346	0.192188	0.421155	
0.19375	10	0.19375	4.95163	0.19375	0.41963	
0.195312	10	0.195312	4.96384	0.195312	0.419935	
0.196875	10	0.196875	4.95468	0.196875	0.420545	
