1.570796327,0.32648,0.009377646
1.396263402,0.82892,0.012101677
1.221730476,2.05428,0.018227146
1.047197551,3.2754,0.021584828
0.872664626,4.1446,0.017315677
0.698131701,4.1234,0.016329354
0.523598776,3.3602,0.017614189
0.34906585,2.1147,0.013871513
0.174532925,0.90206,0.011572234
0,0.36676,0.006236116
-0.174532925,0.90206,0.011572234
-0.34906585,2.1147,0.013871513
-0.523598776,3.3602,0.017614189
-0.698131701,4.1234,0.016329354
-0.872664626,4.1446,0.017315677
-1.047197551,3.2754,0.0074836
-1.221730476,2.05428,0.018227146
-1.396263402,0.82892,0.012101677
-1.570796327,0.32648,0.009377646
