1.570796327,-1.277789438,0.094976
1.396263402,-1.388569389,0.06572
1.221730476,-1.384749391,0.10812
1.047197551,-1.226219461,0.105364
0.872664626,-0.972189572,0.06572
0.698131701,-0.995109562,0.055968
0.523598776,-1.075329527,0.049608
0.34906585,-1.365649399,0.036464
0.174532925,-1.403849383,0.044944
0,-1.554739316,0.041976
-0.174532925,-1.573839308,0.048972
-0.34906585,-1.449689362,0.03922
-0.523598776,-1.361829401,0.042612
-0.698131701,-1.233859457,0.037524
-0.872664626,-1.157459491,0.037948
-1.047197551,-1.168919486,0.063388
-1.221730476,-1.422949374,0.041128
-1.396263402,-1.413399378,0.053424
-1.570796327,-1.327449416,0.047064
