Time - Pre2	TTL signal - Pre2	Time - Pre	TTL signal - Pre	
2.45	19.0819	2.87031	-5.27001	
2.45156	2.22289	2.87188	18.8738	
2.45313	28.8643	2.87344	30.1132	
2.45469	1.39035	2.875	36.3572	
2.45625	17.625	2.87656	11.589	
2.45781	-3.18865	2.87813	33.4433	
2.45938	-15.2605	2.87969	45.5152	
2.46094	-0.482876	2.88125	54.0488	
2.4625	-27.3325	2.88281	49.678	
2.46406	9.7158	2.88438	16.3762	
2.46563	7.4263	2.88594	41.3525	
2.46719	4.51239	2.8875	53.0081	
2.46875	11.1728	2.88906	48.4291	
2.47031	10.1321	2.89063	46.764	
2.47188	24.9097	2.89219	36.3572	
2.47344	21.3714	2.89375	56.5465	
2.475	12.0053	2.89531	25.1179	
2.47656	15.3355	2.89688	38.8549	
2.47813	12.2134	2.89844	19.4982	
2.47969	-12.1385	2.9	41.9769	
2.48125	5.76121	2.90156	29.4887	
2.48281	-5.27001	2.90313	49.4698	
2.48438	12.2134	2.90469	21.3714	
2.48594	-10.8897	2.90625	32.4026	
2.4875	11.1728	2.90781	41.9769	
2.48906	-19.8395	2.90938	21.1633	
2.49063	-22.129	2.91094	50.3024	
2.49219	-6.51883	2.9125	17.2087	
2.49375	-10.2653	2.91406	30.3213	
2.49531	6.59376	2.91563	32.8189	
2.49688	-2.3561	2.91719	21.5796	
2.49844	26.1586	2.91875	35.5247	
2.5	5.76121	2.92031	15.5436	
2.50156	-1.31542	2.92188	49.2617	
2.50313	5.1368	2.92344	27.1992	
2.50469	4.72053	2.925	28.0318	
2.50625	-16.0931	2.92656	37.3979	
2.50781	25.7423	2.92813	27.1992	
2.50938	-0.899149	2.92969	26.1586	
2.51094	-12.5548	2.93125	35.941	
2.5125	-2.3561	2.93281	27.8237	
2.51406	-4.43746	2.93438	32.8189	
2.51563	-8.60019	2.93594	58.836	
2.51719	-21.0884	2.9375	28.0318	
2.51875	-14.8443	2.93906	36.7735	
2.52031	-9.01646	2.94063	13.8785	
2.52188	-3.81306	2.94219	34.2759	
2.52344	7.4263	2.94375	9.29953	
2.525	-12.3466	2.94531	16.7924	
2.52656	-3.39678	2.94688	17.8331	
2.52813	2.43103	2.94844	39.8956	
2.52969	12.8378	2.95	45.3071	
2.53125	14.0867	2.95156	33.6515	
2.53281	-17.9663	2.95313	40.3118	
2.53438	11.3809	2.95469	41.1444	
2.53594	0.557805	2.95625	33.2352	
2.5375	3.67985	2.95781	34.6921	
2.53906	-15.6768	2.95938	47.5966	
2.54063	-7.35137	2.96094	32.4026	
2.54219	-3.81306	2.9625	42.1851	
2.54375	-11.306	2.96406	36.7735	
2.54531	0.765941	2.96563	34.2759	
2.54688	5.76121	2.96719	42.1851	
2.54844	-17.3419	2.96875	56.1302	
2.55	-7.97578	2.97031	65.4963	
2.55156	5.1368	2.97188	74.8624	
2.55313	-22.5453	2.97344	44.4746	
2.55469	-14.6361	2.975	60.501	
2.55625	-33.5765	2.97656	33.0271	
2.55781	5.34494	2.97813	51.5512	
2.55938	-9.01646	2.97969	41.1444	
2.56094	-1.93983	2.98125	38.0223	
2.5625	-24.8348	2.98281	29.905	
2.56406	-20.464	2.98438	29.6969	
2.56563	-21.5046	2.98594	27.8237	
2.56719	-27.9569	2.9875	25.7423	
2.56875	-19.8395	2.98906	16.7924	
2.57031	-34.4091	2.99063	43.2257	
2.57188	-25.8755	2.99219	45.5152	
2.57344	5.55307	2.99375	18.8738	
2.575	-22.5453	2.99531	31.1538	
2.57656	-27.5406	2.99688	47.3885	
2.57813	-24.8348	2.99844	12.6297	
2.57969	-43.5671	3	37.1898	
2.58125	-42.1101	3.00156	51.5512	
2.58281	-37.323	3.00313	39.4793	
2.58438	-29.8301	3.00469	57.1709	
2.58594	-38.3637	3.00625	53.4244	
2.5875	6.59376	3.00781	53.6325	
2.58906	-19.007	3.00938	31.1538	
2.59063	-4.6456	3.01094	55.0895	
2.59219	-17.9663	3.0125	11.1728	
2.59375	-27.7487	3.01406	24.7016	
2.59531	-2.14797	3.01563	39.4793	
2.59688	-0.0666036	3.01719	15.5436	
2.59844	-18.7989	3.01875	14.2948	
2.6	16.168	3.02031	34.0677	
2.60156	-14.6361	3.02188	33.0271	
2.60313	-12.3466	3.02344	19.4982	
2.60469	-21.2965	3.025	33.6515	
3.21563	12.0919	3.63594	49.3483	
3.21719	31.6567	3.6375	48.5157	
3.21875	12.7163	3.63906	28.3265	
3.22031	24.1638	3.64063	53.3029	
3.22188	24.5801	3.64219	44.9774	
3.22344	24.9963	3.64375	59.9632	
3.225	12.5082	3.64531	24.1638	
3.22656	31.2404	3.64688	7.72102	
3.22813	18.1278	3.64844	36.4438	
3.22969	-12.6763	3.65	29.9916	
3.23125	3.97457	3.65156	32.2811	
3.23281	18.5441	3.65313	56.633	
3.23438	-14.3414	3.65469	46.4344	
3.23594	-3.72647	3.65625	29.3672	
3.2375	15.2139	3.65781	27.7021	
3.23906	35.6113	3.65938	38.9415	
3.24063	20.8336	3.66094	28.5346	
3.24219	15.0058	3.6625	49.1401	
3.24375	2.51762	3.66406	17.0872	
3.24531	6.4722	3.66563	51.0134	
3.24688	20.8336	3.66719	50.3889	
3.24844	32.073	3.66875	23.7475	
3.25	11.6756	3.67031	46.4344	
3.25156	45.3937	3.67188	0.228117	
3.25313	25.8289	3.67344	56.633	
3.25469	27.494	3.675	40.3984	
3.25625	11.8837	3.67656	28.5346	
3.25781	3.5583	3.67813	27.9102	
3.25938	11.0512	3.67969	51.8459	
3.26094	21.2499	3.68125	6.88848	
3.2625	-4.55902	3.68281	33.7381	
3.26406	22.0824	3.68438	28.1184	
3.26563	22.2906	3.68594	25.8289	
3.26719	10.6349	3.6875	39.5659	
3.26875	-3.93461	3.68906	34.5706	
3.27031	18.9604	3.69063	27.0777	
3.27188	6.68034	3.69219	35.6113	
3.27344	27.0777	3.69375	18.1278	
3.275	-10.8031	3.69531	24.7882	
3.27656	1.68507	3.69688	28.5346	
3.27813	12.5082	3.69844	73.4921	
3.27969	-27.454	3.7	47.0588	
3.28125	-10.595	3.70156	50.5971	
3.28281	-16.4228	3.70313	37.0682	
3.28438	-5.5997	3.70469	36.2357	
3.28594	-12.8845	3.70625	27.0777	
3.2875	13.9651	3.70781	45.6018	
3.28906	-15.3821	3.70938	48.7239	
3.29063	-2.89393	3.71094	23.5394	
3.29219	-15.7984	3.7125	28.9509	
3.29375	-6.43224	3.71406	33.7381	
3.29531	-13.9251	3.71563	48.932	
3.29688	10.8431	3.71719	37.6926	
3.29844	23.1231	3.71875	10.8431	
3.3	8.7617	3.72031	15.0058	
3.30156	29.9916	3.72188	43.1042	
3.30313	14.3814	3.72344	56.0086	
3.30469	-1.0207	3.725	29.9916	
3.30625	14.5895	3.72656	21.6661	
3.30781	33.1136	3.72813	45.3937	
3.30938	9.38611	3.72969	55.1761	
3.31094	11.0512	3.73125	30.616	
3.3125	-11.0112	3.73281	39.3577	
3.31406	7.72102	3.73438	63.2934	
3.31563	-9.55429	3.73594	61.8364	
3.31719	-21.2099	3.7375	53.9273	
3.31875	-27.454	3.73906	39.9821	
3.32031	-44.313	3.74063	26.2451	
3.32188	-16.0065	3.74219	37.6926	
3.32344	9.17798	3.74375	18.5441	
3.325	10.4268	3.74531	28.3265	
3.32656	-9.13801	3.74688	20.6255	
3.32813	-10.8031	3.74844	29.3672	
3.32969	-14.7577	3.75	34.3625	
3.33125	-1.43697	3.75156	36.652	
3.33281	-40.3584	3.75313	35.8194	
3.33438	-22.6669	3.75469	28.9509	
3.33594	-21.0018	3.75625	26.4533	
3.3375	8.13729	3.75781	31.8648	
3.33906	-15.3821	3.75938	29.3672	
3.34063	-30.576	3.76094	36.2357	
3.34219	0.0199811	3.7625	30.1997	
3.34375	15.2139	3.76406	45.81	
3.34531	-0.396291	3.76563	23.9556	
3.34688	11.4675	3.76719	28.7428	
3.34844	8.7617	3.76875	38.1089	
3.35	-21.0018	3.77031	35.195	
3.35156	-6.64038	3.77188	44.1449	
3.35313	-4.55902	3.77344	44.9774	
3.35469	3.14202	3.775	54.1354	
3.35625	3.76643	3.77656	13.3407	
3.35781	-3.10206	3.77813	33.7381	
3.35938	6.68034	3.77969	43.5205	
3.36094	3.5583	3.78125	47.8913	
3.3625	2.93389	3.78281	28.9509	
3.36406	3.14202	3.78438	40.6065	
3.36563	13.3407	3.78594	42.0635	
3.36719	-10.595	3.7875	33.9462	
3.36875	-3.51833	3.78906	20.2092	
3.37031	0.64439	3.79063	14.3814	
3.37188	-3.3102	3.79219	20.0011	
3.37344	3.35016	3.79375	33.1136	
3.375	-25.1645	3.79531	59.5469	
3.37656	-2.68579	3.79688	46.4344	
3.37813	-1.22884	3.79844	75.1572	
3.37969	-37.4445	3.8	45.1855	
3.38125	-0.604428	3.80156	36.652	
3.38281	-20.1692	3.80313	43.5205	
3.38438	-1.0207	3.80469	26.2451	
3.38594	-27.454	3.80625	55.8005	
3.3875	-13.9251	3.80781	33.1136	
3.38906	1.89321	3.80938	40.3984	
3.39063	0.64439	3.81094	36.4438	
3.39219	6.26407	3.8125	18.1278	
3.39375	-14.5496	3.81406	36.2357	
3.39531	9.17798	3.81563	52.8866	
3.39688	12.3	3.81719	23.7475	
3.39844	-17.2553	3.81875	18.9604	
3.4	-3.3102	3.82031	46.8506	
3.40156	-8.5136	3.82188	49.9727	
3.40313	5.8478	3.82344	43.3123	
3.40469	-34.3225	3.825	48.0995	
3.40625	5.22339	3.82656	39.9821	
3.40781	-19.1286	3.82813	17.5034	
3.40938	3.76643	3.82969	47.0588	
3.41094	-14.1333	3.83125	-2.89393	
3.4125	-7.8892	3.83281	48.7239	
3.41406	-10.8031	3.83438	41.231	
3.41563	-0.604428	3.83594	24.3719	
3.41719	-19.1286	3.8375	40.8147	
3.41875	-2.06138	3.83906	53.0947	
3.42031	8.55357	3.84063	30.8241	
3.42188	-26.6215	3.84219	36.0275	
3.42344	2.10134	3.84375	28.9509	
3.425	-23.7075	3.84531	33.5299	
3.42656	21.6661	3.84688	55.5924	
3.42813	-5.18342	3.84844	42.2716	
3.42969	0.436254	3.85	54.5517	
3.43125	10.4268	3.85156	34.7787	
3.43281	-5.39156	3.85313	33.5299	
3.43438	-9.76242	3.85469	53.9273	
3.43594	-18.296	3.85625	28.3265	
3.4375	-13.5089	3.85781	57.4656	
3.43906	12.7163	3.85938	44.5611	
3.44063	-16.8391	3.86094	57.8819	
3.44219	1.06066	3.8625	36.0275	
3.44375	-13.3007	3.86406	57.2574	
3.44531	-15.5902	3.86563	21.0417	
3.44688	-5.5997	3.86719	32.6974	
3.44844	2.30948	3.86875	19.7929	
3.45	-19.9611	3.87031	14.1732	
3.45156	20.4173	3.87188	45.81	
3.45313	7.09661	3.87344	39.9821	
3.45469	-21.0018	3.875	17.7116	
3.45625	-11.0112	3.87656	12.3	
3.45781	8.34543	3.87813	27.494	
3.45938	-3.3102	3.87969	35.6113	
3.46094	-6.22411	3.88125	36.652	
3.4625	-5.39156	3.88281	43.7286	
3.46406	4.80711	3.88438	38.1089	
3.46563	-15.7984	3.88594	33.1136	
3.46719	-2.89393	3.8875	28.9509	
3.46875	-9.13801	3.88906	24.7882	
3.47031	-23.4994	3.89063	31.2404	
3.47188	-14.5496	3.89219	38.5252	
3.47344	2.30948	3.89375	46.2262	
3.475	19.1685	3.89531	29.1591	
3.47656	-24.7482	3.89688	31.8648	
3.47813	-28.2865	3.89844	41.6472	
3.47969	-15.174	3.9	8.7617	
3.48125	-12.6763	3.90156	27.494	
3.48281	-5.39156	3.90313	10.4268	
3.48438	5.8478	3.90469	32.6974	
3.48594	-22.2506	3.90625	48.3076	
3.4875	-17.8797	3.90781	38.1089	
3.48906	-5.5997	3.90938	17.0872	
3.49063	20.6255	3.91094	37.4845	
3.49219	15.2139	3.9125	49.3483	
3.49375	-4.14274	3.91406	32.9055	
3.49531	3.14202	3.91563	27.494	
3.49688	-6.43224	3.91719	34.3625	
3.49844	-14.9658	3.91875	12.9244	
3.5	18.5441	3.92031	30.616	
3.50156	20.4173	3.92188	22.7068	
3.50313	-13.0926	3.92344	12.0919	
3.50469	-6.22411	3.925	39.5659	
3.50625	-7.68106	3.92656	47.475	
3.50781	-13.9251	3.92813	13.9651	
3.50938	0.64439	3.92969	13.1326	
3.51094	16.4627	3.93125	7.30475	
3.5125	3.5583	3.93281	27.494	
3.51406	-18.0879	3.93438	-6.43224	
3.51563	0.64439	3.93594	24.7882	
3.51719	12.7163	3.9375	22.0824	
3.51875	-4.97529	3.93906	15.2139	
3.52031	12.5082	3.94063	42.6879	
3.52188	9.38611	3.94219	29.3672	
3.52344	-5.18342	3.94375	21.2499	
3.525	-18.9204	3.94531	4.18271	
3.52656	6.88848	3.94688	11.8837	
3.52813	-27.8703	3.94844	37.4845	
3.52969	10.4268	3.95	41.4391	
3.53125	4.39084	3.95156	27.0777	
3.53281	6.68034	3.95313	23.5394	
3.53438	0.436254	3.95469	7.92916	
3.53594	-14.9658	3.95625	32.9055	
3.5375	-1.0207	3.95781	27.494	
3.53906	-0.604428	3.95938	17.0872	
3.54063	-2.89393	3.96094	52.4703	
3.54219	3.97457	3.9625	28.9509	
3.54375	1.06066	3.96406	40.1903	
3.54531	15.6302	3.96563	31.4486	
3.54688	17.5034	3.96719	45.1855	
3.54844	-21.8343	3.96875	14.5895	
3.55	2.10134	3.97031	24.3719	
3.55156	-14.5496	3.97188	18.1278	
3.55313	20.8336	3.97344	16.0465	
3.55469	20.4173	3.975	27.2858	
3.55625	3.97457	3.97656	-4.14274	
3.55781	-4.35088	3.97813	22.915	
3.55938	-7.8892	3.97969	24.3719	
3.56094	18.1278	3.98125	23.3312	
3.5625	-3.10206	3.98281	20.6255	
3.56406	-14.5496	3.98438	18.1278	
3.56563	-15.174	3.98594	7.30475	
3.56719	-2.68579	3.9875	3.76643	
3.56875	-3.51833	3.98906	5.8478	
3.57031	-13.5089	3.99063	27.494	
3.57188	-32.8655	3.99219	24.5801	
3.57344	22.4987	3.99375	12.5082	
3.575	-14.7577	3.99531	29.3672	
3.57656	-5.5997	3.99688	50.1808	
3.57813	11.2593	3.99844	40.3984	
3.57969	14.7977	4	44.7693	
3.58125	-10.1787	4.00156	42.0635	
3.58281	26.4533	4.00312	33.9462	
3.58438	5.22339	4.00469	27.2858	
3.58594	10.4268	4.00625	3.14202	
3.5875	11.6756	4.00781	10.2187	
3.58906	2.93389	4.00938	4.18271	
3.59063	13.1326	4.01094	15.0058	
3.59219	31.0323	4.0125	31.8648	
3.59375	5.8478	4.01406	26.8696	
3.59531	-4.76715	4.01563	29.1591	
3.59688	-9.76242	4.01719	34.5706	
3.59844	2.10134	4.01875	53.3029	
3.6	23.7475	4.02031	15.6302	
3.60156	28.3265	4.02188	31.4486	
3.60313	-14.5496	4.02344	23.3312	
3.60469	9.80238	4.025	22.915	
4.21563	-11.0962	4.63594	18.0429	
4.21719	-27.3308	4.6375	20.5405	
4.21875	-6.93343	4.63906	18.6673	
4.22031	1.18388	4.64063	4.30592	
4.22187	-0.0649385	4.64219	48.4308	
4.22344	11.5907	4.64375	21.9975	
4.225	-19.6297	4.64531	40.7298	
4.22656	-4.22766	4.64688	26.1602	
4.22813	-2.97885	4.64844	18.4592	
4.22969	-10.4718	4.65	23.0382	
4.23125	-6.51716	4.65156	-5.26834	
4.23281	-6.51716	4.65313	0.767606	
4.23438	5.55474	4.65469	6.38728	
4.23594	-15.6752	4.65625	9.71746	
4.2375	-25.2494	4.65781	34.9019	
4.23906	-5.89275	4.65937	-9.84734	
4.24063	-24.8332	4.66094	2.64083	
4.24219	14.2965	4.6625	-18.1728	
4.24375	-9.22293	4.66406	19.0836	
4.24531	-2.97885	4.66563	20.1243	
4.24688	-13.1775	4.66719	36.567	
4.24844	-5.26834	4.66875	5.55474	
4.25	-8.18225	4.67031	-1.93816	
4.25156	-10.888	4.67188	52.5935	
4.25312	3.88965	4.67344	12.2151	
4.25469	-1.31376	4.675	17.0022	
4.25625	3.26524	4.67656	7.01169	
4.25781	-32.3261	4.67813	6.59542	
4.25938	7.01169	4.67969	14.0883	
4.26094	14.7127	4.68125	23.4545	
4.2625	-2.56257	4.68281	12.4232	
4.26406	28.4497	4.68438	10.7581	
4.26563	26.5765	4.68594	7.21983	
4.26719	25.3277	4.6875	7.01169	
4.26875	18.4592	4.68906	20.3324	
4.27031	12.4232	4.69062	-4.22766	
4.27188	-1.52189	4.69219	25.3277	
4.27344	-2.56257	4.69375	3.05711	
4.275	16.1697	4.69531	36.9833	
4.27656	-15.2589	4.69688	8.05237	
4.27813	-34.4074	4.69844	-26.7064	
4.27969	-11.7206	4.7	-4.01953	
4.28125	-7.14157	4.70156	14.9209	
4.28281	19.2917	4.70313	21.9975	
4.28437	-4.64394	4.70469	-10.6799	
4.28594	8.46865	4.70625	9.50933	
4.2875	8.05237	4.70781	-18.5891	
4.28906	1.39202	4.70938	-5.68462	
4.29063	-8.18225	4.71094	-22.9599	
4.29219	0.143198	4.7125	9.50933	
4.29375	-1.73003	4.71406	5.13847	
4.29531	0.55947	4.71563	-2.1463	
4.29688	4.72219	4.71719	6.59542	
4.29844	15.9616	4.71875	8.46865	
4.3	7.6361	4.72031	22.4138	
4.30156	-2.35444	4.72187	4.51406	
4.30313	8.05237	4.72344	13.4639	
4.30469	12.6314	4.725	5.76288	
4.30625	-0.689347	4.72656	22.83	
4.30781	8.26051	4.72813	-2.77071	
4.30938	19.0836	4.72969	4.30592	
4.31094	9.50933	4.73125	-1.73003	
4.3125	2.84897	4.73281	9.30119	
4.31406	10.55	4.73438	10.1337	
4.31562	26.3684	4.73594	3.47338	
4.31719	9.71746	4.7375	3.88965	
4.31875	24.0789	4.73906	1.18388	
4.32031	14.5046	4.74063	37.8159	
4.32188	26.3684	4.74219	6.59542	
4.32344	-11.3043	4.74375	32.8206	
4.325	22.83	4.74531	58.2132	
4.32656	16.7941	4.74688	-11.0962	
4.32813	0.767606	4.74844	36.7752	
4.32969	-17.7565	4.75	28.866	
4.33125	-15.8833	4.75156	18.0429	
4.33281	-5.06021	4.75312	0.767606	
4.33438	-19.6297	4.75469	35.9426	
4.33594	1.39202	4.75625	17.0022	
4.3375	-3.60325	4.75781	31.5718	
4.33906	7.6361	4.75938	18.6673	
4.34063	-17.7565	4.76094	7.42797	
4.34219	-21.503	4.7625	8.26051	
4.34375	0.767606	4.76406	11.7988	
4.34531	1.80829	4.76563	-22.7518	
4.34687	-6.93343	4.76719	5.76288	
4.34844	-0.0649385	4.76875	11.1744	
4.35	8.88492	4.77031	9.50933	
4.35156	-10.4718	4.77188	-2.1463	
4.35313	10.55	4.77344	25.744	
4.35469	-42.1085	4.775	19.9161	
4.35625	-9.22293	4.77656	32.1962	
4.35781	-21.0867	4.77813	25.9521	
4.35938	-15.8833	4.77969	13.2558	
4.36094	-21.0867	4.78125	39.8972	
4.3625	-15.8833	4.78281	-3.39512	
4.36406	-7.76598	4.78437	8.46865	
4.36563	-25.8738	4.78594	27.2009	
4.36719	-17.7565	4.7875	24.287	
4.36875	-1.93816	4.78906	30.5311	
4.37031	23.8707	4.79063	4.93033	
4.37188	-0.273075	4.79219	15.3371	
4.37344	-5.68462	4.79375	25.9521	
4.375	-24.8332	4.79531	10.55	
4.37656	14.9209	4.79688	25.1195	
4.37812	-14.4263	4.79844	-0.273075	
4.37969	-15.2589	4.8	39.2728	
4.38125	-8.80666	4.80156	1.60015	
4.38281	-10.4718	4.80313	37.3996	
4.38438	-4.85207	4.80469	25.5358	
4.38594	-10.4718	4.80625	24.287	
4.3875	-4.22766	4.80781	29.9067	
4.38906	-0.273075	4.80938	1.60015	
4.39063	5.97101	4.81094	7.6361	
4.39219	-2.77071	4.8125	20.7487	
4.39375	-9.63921	4.81406	19.4999	
4.39531	-14.2182	4.81563	21.7894	
4.39688	1.80829	4.81719	19.9161	
4.39844	-0.481211	4.81875	42.8111	
4.4	16.1697	4.82031	-9.0148	
4.40156	8.88492	4.82188	8.05237	
4.40313	-6.7253	4.82344	14.2965	
4.40469	6.59542	4.825	27.409	
4.40625	11.3826	4.82656	17.4185	
4.40781	46.1413	4.82813	17.8348	
4.40937	39.2728	4.82969	23.6626	
4.41094	22.83	4.83125	12.6314	
4.4125	28.6579	4.83281	26.9928	
4.41406	1.18388	4.83438	18.8755	
4.41563	-6.10089	4.83594	2.4327	
4.41719	8.26051	4.8375	-3.81139	
4.41875	31.7799	4.83906	12.4232	
4.42031	-2.1463	4.84063	6.38728	
4.42188	25.9521	4.84219	-0.897483	
4.42344	13.4639	4.84375	13.8802	
4.425	10.55	4.84531	-17.7565	
4.42656	-6.7253	4.84688	-13.1775	
4.42813	16.7941	4.84844	5.97101	
4.42969	10.55	4.85	-4.85207	
4.43125	33.0287	4.85156	6.80356	
4.43281	8.88492	4.85313	-16.0914	
4.43438	-0.273075	4.85469	-4.85207	
4.43594	-6.7253	4.85625	-7.97412	
4.4375	-3.60325	4.85781	14.0883	
4.43906	5.76288	4.85938	-6.7253	
4.44062	-6.93343	4.86094	13.0476	
4.44219	2.4327	4.8625	15.7534	
4.44375	-18.1728	4.86406	5.76288	
4.44531	-33.9911	4.86563	-0.897483	
4.44688	9.09306	4.86719	-9.43107	
4.44844	3.26524	4.86875	13.8802	
4.45	-19.4216	4.87031	9.50933	
4.45156	-24.8332	4.87188	-5.26834	
4.45313	1.39202	4.87344	2.4327	
4.45469	-5.47648	4.875	-1.10562	
4.45625	18.2511	4.87656	-1.52189	
4.45781	8.67678	4.87813	-8.18225	
4.45938	-9.63921	4.87969	12.007	
4.46094	-3.18698	4.88125	-21.0867	
4.4625	-2.1463	4.88281	-7.34971	
4.46406	-4.85207	4.88438	-6.51716	
4.46563	-40.0271	4.88594	17.2104	
4.46719	6.17915	4.8875	-7.76598	
4.46875	13.6721	4.88906	-1.52189	
4.47031	-3.39512	4.89063	5.55474	
4.47187	-25.4576	4.89219	1.80829	
4.47344	-0.689347	4.89375	-0.273075	
4.475	-2.35444	4.89531	21.5812	
4.47656	-5.68462	4.89688	12.6314	
4.47813	-12.5531	4.89844	17.4185	
4.47969	-20.6704	4.9	-2.77071	
4.48125	-6.51716	4.90156	5.13847	
4.48281	-0.481211	4.90313	0.767606	
4.48438	7.84424	4.90469	7.42797	
4.48594	-3.60325	4.90625	-4.01953	
4.4875	-6.7253	4.90781	12.4232	
4.48906	2.4327	4.90938	16.7941	
4.49063	8.88492	4.91094	3.05711	
4.49219	23.2463	4.9125	17.6266	
4.49375	0.55947	4.91406	15.3371	
4.49531	21.3731	4.91563	39.0647	
4.49688	47.5983	4.91719	35.9426	
4.49844	-6.10089	4.91875	50.5122	
4.5	21.9975	4.92031	25.744	
4.50156	-12.1368	4.92188	27.409	
4.50312	10.55	4.92344	21.165	
4.50469	17.4185	4.925	33.2369	
4.50625	2.01642	4.92656	22.4138	
4.50781	9.9256	4.92813	12.4232	
4.50938	8.67678	4.92969	24.4951	
4.51094	23.8707	4.93125	29.4904	
4.5125	-4.85207	4.93281	13.6721	
4.51406	22.4138	4.93438	-7.14157	
4.51563	26.5765	4.93594	13.8802	
4.51719	10.9663	4.9375	31.7799	
4.51875	-13.5938	4.93906	28.2416	
4.52031	7.21983	4.94063	23.0382	
4.52188	17.6266	4.94219	30.1148	
4.52344	-23.1681	4.94375	-1.52189	
4.525	-12.5531	4.94531	15.129	
4.52656	7.84424	4.94688	25.744	
4.52813	10.55	4.94844	24.4951	
4.52969	-10.0555	4.95	-12.7612	
4.53125	9.09306	4.95156	-0.273075	
4.53281	13.8802	4.95313	24.4951	
4.53437	18.2511	4.95469	29.9067	
4.53594	19.9161	4.95625	9.71746	
4.5375	5.13847	4.95781	21.5812	
4.53906	-8.18225	4.95938	14.9209	
4.54063	17.4185	4.96094	37.3996	
4.54219	7.6361	4.9625	33.0287	
4.54375	6.59542	4.96406	12.8395	
4.54531	15.9616	4.96563	30.7392	
4.54688	25.5358	4.96719	10.7581	
4.54844	14.2965	4.96875	44.2681	
4.55	2.22456	4.97031	26.9928	
4.55156	0.767606	4.97188	15.9616	
4.55313	5.55474	4.97344	39.6891	
4.55469	7.01169	4.975	-5.26834	
4.55625	-4.64394	4.97656	16.7941	
4.55781	2.64083	4.97813	-3.18698	
4.55938	-8.18225	4.97969	34.0694	
4.56094	-14.6345	4.98125	-9.0148	
4.5625	-16.0914	4.98281	26.3684	
4.56406	-11.0962	4.98438	9.9256	
4.56562	-18.7972	4.98594	32.8206	
4.56719	13.2558	4.9875	25.3277	
4.56875	-13.1775	4.98906	34.0694	
4.57031	8.46865	4.99063	26.7846	
4.57188	-12.7612	4.99219	7.21983	
4.57344	-11.7206	4.99375	10.7581	
4.575	-18.3809	4.99531	13.0476	
4.57656	-2.97885	4.99688	30.5311	
4.57813	-15.467	4.99844	35.7345	
4.57969	-14.2182	5	30.1148	
4.58125	15.7534	5.00156	34.9019	
4.58281	-1.93816	5.00313	45.725	
4.58438	-23.7925	5.00469	21.7894	
4.58594	-11.5124	5.00625	8.26051	
4.5875	10.9663	5.00781	32.6125	
4.58906	-20.8786	5.00938	19.708	
4.59063	-22.3355	5.01094	40.9379	
4.59219	-32.3261	5.0125	11.5907	
4.59375	-7.97412	5.01406	-3.39512	
4.59531	3.68151	5.01563	9.50933	
4.59687	-14.2182	5.01719	-4.4358	
4.59844	10.7581	5.01875	14.0883	
4.6	-9.22293	5.02031	19.0836	
4.60156	-11.9287	5.02188	3.88965	
4.60313	-9.84734	5.02344	30.323	
4.60469	-11.9287	5.025	5.55474	
5.21563	-3.9088	5.63594	8.99565	
5.21719	2.54342	5.6375	41.0486	
5.21875	23.1489	5.63906	-2.24371	
5.22031	-17.8539	5.64063	18.5699	
5.22188	7.53869	5.64219	30.4337	
5.22344	3.16783	5.64375	13.9909	
5.225	4.00038	5.64531	15.0316	
5.22656	-5.15762	5.64688	9.41192	
5.22813	-0.162346	5.64844	25.4384	
5.22969	7.74683	5.65	35.4289	
5.23125	22.3164	5.65156	31.8906	
5.23281	-32.2153	5.65313	20.235	
5.23438	12.7421	5.65469	3.37597	
5.23594	-5.57389	5.65625	9.82819	
5.2375	16.6967	5.65781	37.094	
5.23906	17.9455	5.65938	11.4933	
5.24063	8.78751	5.66094	40.4242	
5.24219	20.8594	5.6625	35.0127	
5.24375	-1.20303	5.66406	7.53869	
5.24531	12.9502	5.66563	13.9909	
5.24688	6.91429	5.66719	16.9048	
5.24844	11.4933	5.66875	46.8764	
5.25	10.4526	5.67031	31.0581	
5.25156	-15.1482	5.67188	27.936	
5.25313	24.1896	5.67344	54.9938	
5.25469	10.6607	5.675	28.7686	
5.25625	0.878335	5.67656	16.0723	
5.25781	-9.1122	5.67813	41.0486	
5.25938	-5.99016	5.67969	6.91429	
5.26094	-22.2248	5.68125	23.357	
5.2625	-8.07152	5.68281	24.3977	
5.26406	-13.8993	5.68438	26.6872	
5.26563	-9.52848	5.68594	17.5292	
5.26719	4.41665	5.6875	13.1584	
5.26875	12.3258	5.68906	28.3523	
5.27031	15.2397	5.69063	23.9815	
5.27188	-3.28439	5.69219	-1.82744	
5.27344	7.33056	5.69375	31.4744	
5.275	4.41665	5.69531	45.8358	
5.27656	22.1082	5.69688	59.7809	
5.27813	0.462062	5.69844	-4.74134	
5.27969	25.4384	5.7	21.4838	
5.28125	-22.0167	5.70156	8.57938	
5.28281	-2.45184	5.70313	1.71088	
5.28438	5.04106	5.70469	20.8594	
5.28594	6.28988	5.70625	27.1035	
5.2875	16.4886	5.70781	12.3258	
5.28906	16.9048	5.70938	13.5746	
5.29063	13.3665	5.71094	23.1489	
5.29219	28.9767	5.7125	14.1991	
5.29375	12.9502	5.71406	29.393	
5.29531	-1.82744	5.71563	13.7828	
5.29688	0.04579	5.71719	-2.86812	
5.29844	-15.5644	5.71875	14.6153	
