1.570796327,1.51156,0.039644
1.396263402,1.4734,0.035616
1.221730476,1.2508,0.040492
1.047197551,1.02608,0.043248
0.872664626,0.99216,0.043036
0.698131701,1.03244,0.039644
0.523598776,1.08332,0.041128
0.34906585,1.33348,0.040704
0.174532925,1.3462,0.039856
0,1.48612,0.03816
-0.174532925,1.57304,0.025864
-0.34906585,1.36528,0.029468
-0.523598776,1.13844,0.026712
-0.698131701,0.95824,0.027984
-0.872664626,1.01972,0.032224
-1.047197551,1.22324,0.02756
-1.221730476,1.46916,0.027348
-1.396263402,1.62816,0.036252
-1.570796327,1.64936,0.026288
