1.570796327,-1.46916,0.042612
1.396263402,-1.325,0.069324
1.221730476,-1.26988,0.042824
1.047197551,-1.16812,0.0477
0.872664626,-1.03668,0.051092
0.698131701,-0.96036,0.050668
0.523598776,-1.04304,0.066992
0.34906585,-1.13208,0.0636
0.174532925,-1.32712,0.046428
0,-1.44796,0.048124
-0.174532925,-1.40556,0.046004
-0.34906585,-1.41404,0.022896
-0.523598776,-1.2296,0.039008
-0.698131701,-1.0812,0.046852
-0.872664626,-0.9858,0.055756
-1.047197551,-1.08756,0.03604
-1.221730476,-1.21264,0.056604
-1.396263402,-1.14904,0.056392
-1.570796327,-1.14692,0.066568
