1.570796327,0.009116,0.013753168
1.396263402,0.00106,0.015577763
1.221730476,-0.0583,0.015471992
1.047197551,-0.04134,0.01949161
0.872664626,0.05194,0.025399334
0.698131701,0.23532,0.023019579
0.523598776,0.28196,0.020552523
0.34906585,0.19398,0.016416317
0.174532925,0.131758,0.014750402
0,0,0.016789543
-0.174532925,-0.131758,0.014750402
-0.34906585,-0.19398,0.016416317
-0.523598776,-0.28196,0.020552523
-0.698131701,-0.23532,0.023019579
-0.872664626,-0.05194,0.025399334
-1.047197551,0.04134,0.01949161
-1.221730476,0.0583,0.015471992
-1.396263402,-0.00106,0.015577763
-1.570796327,-0.009116,0.013753168
