0.	-0.7071067811865475
-0.0013626203016588118	-0.7071054682760652
-0.0027252355432658038	-0.7071015295494938
-0.0040878406647879475	-0.7070949650214596
-0.005450430606229792	-0.7070857747163398
-0.006813000307652263	-0.7070739586682625
-0.00817554470919144	-0.7070595169211061
-0.009538058751077359	-0.7070424495284996
-0.01090053737365279	-0.7070227565538223
-0.012262975517392036	-0.7070004380702036
-0.013625368122919717	-0.7069754941605224
-0.014987710131029555	-0.7069479249174073
-0.016349996482703168	-0.7069177304432359
-0.017712222119128845	-0.7068849108501345
-0.01907438198172035	-0.7068494662599777
-0.021798484152295895	-0.7067707026247353
-0.023160416344403842	-0.7067273838721363
-0.024522262530962968	-0.7066814407074538
-0.027245676659064286	-0.7065816818340181
-0.028607234487285402	-0.7065278664957167
-0.029968686083353104	-0.7064714274862341
-0.0326912503565941	-0.7063506793018057
-0.034052352923602223	-0.7062863705752549
-0.03541332903816415	-0.7062194390743111
-0.038134881694653074	-0.706077708753176
-0.043576247238414786	-0.7057627864067476
-0.04493619670402124	-0.7056775029896996
-0.04629597930033651	-0.705589599059271
-0.04901502368767555	-0.7054059309737171
-0.054450887896063484	-0.7050071636567463
-0.05580936105800968	-0.7049009258174489
-0.05716762697347745	-0.7047920703485683
-0.05988351689023824	-0.704566508148703
-0.06531258788908062	-0.7040839906312535
-0.06666926189596269	-0.7039568236179314
-0.06802568832843275	-0.7038270424809229
-0.07073777832287066	-0.7035596397733062
-0.07615876585245324	-0.702993486729309
-0.08698684411009593	-0.7017359111173987
-0.08845267024180571	-0.7015526531395162
-0.08991811032542125	-0.701366333263513
-0.09284780676666694	-0.7009845110832476
-0.09870228577077836	-0.7001841606203496
-0.11039015800712718	-0.698436835379665
-0.11184904087679452	-0.6982046920888896
-0.11330743558585621	-0.6979695015120339
-0.11622273506390267	-0.697489982619296
-0.12204719617428914	-0.6964944234564944
-0.13367014423995258	-0.6943574674034046
-0.13512045398654715	-0.6940766981497574
-0.13657017400539676	-0.6937928996264919
-0.13946781955348553	-0.6932162197388317
-0.1452557556938191	-0.6920265641128363
-0.1568007944544156	-0.6895023646503788
-0.17975626713426157	-0.6838769512316935
-0.1810899536181639	-0.6835250022483239
-0.18242295102302078	-0.6831704523323974
-0.18508685830908353	-0.682453555109264
-0.1904061809299991	-0.6809886094962619
-0.20100972580087356	-0.6779344290810561
-0.2220673917180354	-0.6713315675100855
-0.2233765256099187	-0.6708971067208751
-0.2246848095149309	-0.6704600930504657
-0.22729880745459635	-0.6695784137274127
-0.2325163846675145	-0.6677844943251889
-0.24290875374734075	-0.6640747980106712
-0.26351351144035223	-0.6561711890112025
-0.26476790467145	-0.6556660404930927
-0.2660213295523788	-0.6551584939716378
-0.26852525593040993	-0.6541362143525672
-0.2735212870181349	-0.6520629613372799
-0.28346504050401583	-0.6478021077551821
-0.3031511867433732	-0.638826547645043
-0.3043723372454363	-0.6382456269491789
-0.30559237454986865	-0.6376623719626027
-0.30802909172149145	-0.6364888676585262
-0.31288897163514545	-0.6341139419923686
-0.3225535197901525	-0.6292529116905091
-0.3416538749848494	-0.6190901628259302
