Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	table - Plot 1	
0	28.7051	0	28.7051	
0.0015625	53.2469	0.0015625	53.2469	
0.003125	42.2907	0.003125	42.2907	
0.0046875	41.3047	0.0046875	41.3047	
0.00625	28.9242	0.00625	28.9242	
0.0078125	55.8763	0.0078125	55.8763	
0.009375	36.5935	0.009375	36.5935	
0.0109375	31.3346	0.0109375	31.3346	
0.0125	43.4959	0.0125	43.4959	
0.0140625	52.1512	0.0140625	52.1512	
0.015625	33.964	0.015625	33.964	
0.0171875	46.5636	0.0171875	46.5636	
0.01875	53.466	0.01875	53.466	
0.0203125	66.7229	0.0203125	66.7229	
0.021875	40.7569	0.021875	40.7569	
0.0234375	16.5438	0.0234375	16.5438	
0.025	37.2509	0.025	37.2509	
0.0265625	48.5357	0.0265625	48.5357	
0.028125	39.7708	0.028125	39.7708	
0.0296875	31.5537	0.0296875	31.5537	
0.03125	60.9162	0.03125	60.9162	
0.0328125	42.4003	0.0328125	42.4003	
0.034375	23.5557	0.034375	23.5557	
0.0359375	47.9879	0.0359375	47.9879	
0.0375	36.9222	0.0375	36.9222	
0.0390625	8.76492	0.0390625	8.76492	
0.040625	7.6693	0.040625	7.6693	
0.0421875	7.77886	0.0421875	7.77886	
0.04375	8.21711	0.04375	8.21711	
0.0453125	-16.3247	0.0453125	-16.3247	
0.046875	-7.88842	0.046875	-7.88842	
0.0484375	-41.3047	0.0484375	-41.3047	
0.05	-13.2569	0.05	-13.2569	
0.0515625	-18.1872	0.0515625	-18.1872	
0.053125	-5.58763	0.053125	-5.58763	
0.0546875	-21.3645	0.0546875	-21.3645	
0.05625	-37.3605	0.05625	-37.3605	
0.0578125	-11.504	0.0578125	-11.504	
0.059375	-1.09561	0.059375	-1.09561	
0.0609375	8.76492	0.0609375	8.76492	
0.0625	-6.57369	0.0625	-6.57369	
0.0640625	-1.31474	0.0640625	-1.31474	
0.065625	-15.0099	0.065625	-15.0099	
0.0671875	-27.6095	0.0671875	-27.6095	
0.06875	-17.0916	0.06875	-17.0916	
0.0703125	-23.8844	0.0703125	-23.8844	
0.071875	-34.1832	0.071875	-34.1832	
0.0734375	-21.5836	0.0734375	-21.5836	
0.075	-24.8704	0.075	-24.8704	
0.0765625	-7.12149	0.0765625	-7.12149	
0.078125	12.0518	0.078125	12.0518	
0.0796875	-4.05377	0.0796875	-4.05377	
0.08125	-14.7908	0.08125	-14.7908	
0.0828125	8.54579	0.0828125	8.54579	
0.084375	-9.97009	0.084375	-9.97009	
0.0859375	-5.80676	0.0859375	-5.80676	
0.0875	10.737	0.0875	10.737	
0.0890625	-5.58763	0.0890625	-5.58763	
0.090625	-29.1433	0.090625	-29.1433	
0.0921875	-26.1852	0.0921875	-26.1852	
0.09375	-18.9541	0.09375	-18.9541	
0.0953125	5.25895	0.0953125	5.25895	
0.096875	-17.749	0.096875	-17.749	
0.0984375	-11.504	0.0984375	-11.504	
0.1	14.3525	0.1	14.3525	
0.101562	-43.8246	0.101562	-43.8246	
0.103125	-21.8027	0.103125	-21.8027	
0.104688	-12.5996	0.104688	-12.5996	
0.10625	-1.31474	0.10625	-1.31474	
0.107813	-36.2648	0.107813	-36.2648	
0.109375	-21.6932	0.109375	-21.6932	
0.110938	-7.12149	0.110938	-7.12149	
0.1125	-28.9242	0.1125	-28.9242	
0.114063	-25.4183	0.114063	-25.4183	
0.115625	5.03983	0.115625	5.03983	
0.117187	-12.1613	0.117187	-12.1613	
0.11875	-8.21711	0.11875	-8.21711	
0.120313	3.3964	0.120313	3.3964	
0.121875	20.0497	0.121875	20.0497	
0.123438	-32.3206	0.123438	-32.3206	
0.125	-28.9242	0.125	-28.9242	
0.126562	-4.93027	0.126562	-4.93027	
0.128125	-23.5557	0.128125	-23.5557	
0.129688	-13.4761	0.129688	-13.4761	
0.13125	7.01193	0.13125	7.01193	
0.132812	-15.229	0.132812	-15.229	
0.134375	-46.4541	0.134375	-46.4541	
