Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	table - Plot 1	
0	-17.6394	0	-17.6394	
0.0015625	-13.1474	0.0015625	-13.1474	
0.003125	-24.3226	0.003125	-24.3226	
0.0046875	0.547807	0.0046875	0.547807	
0.00625	-13.0378	0.00625	-13.0378	
0.0078125	-5.03983	0.0078125	-5.03983	
0.009375	0.876492	0.009375	0.876492	
0.0109375	0.328684	0.0109375	0.328684	
0.0125	-33.4162	0.0125	-33.4162	
0.0140625	3.06772	0.0140625	3.06772	
0.015625	8.98404	0.015625	8.98404	
0.0171875	8.10755	0.0171875	8.10755	
0.01875	-9.42228	0.01875	-9.42228	
0.0203125	-14.0239	0.0203125	-14.0239	
0.021875	-28.1573	0.021875	-28.1573	
0.0234375	-1.97211	0.0234375	-1.97211	
0.025	-14.0239	0.025	-14.0239	
0.0265625	-16.5438	0.0265625	-16.5438	
0.028125	4.8207	0.028125	4.8207	
0.0296875	7.12149	0.0296875	7.12149	
0.03125	-5.47807	0.03125	-5.47807	
0.0328125	-3.50597	0.0328125	-3.50597	
0.034375	20.0497	0.034375	20.0497	
0.0359375	10.5179	0.0359375	10.5179	
0.0375	-18.5159	0.0375	-18.5159	
0.0390625	-20.2689	0.0390625	-20.2689	
0.040625	-44.5915	0.040625	-44.5915	
0.0421875	15.5577	0.0421875	15.5577	
0.04375	-15.4482	0.04375	-15.4482	
0.0453125	22.5697	0.0453125	22.5697	
0.046875	-12.1613	0.046875	-12.1613	
0.0484375	-8.87448	0.0484375	-8.87448	
0.05	-5.6972	0.05	-5.6972	
0.0515625	-23.7748	0.0515625	-23.7748	
0.053125	0.219123	0.053125	0.219123	
0.0546875	9.31272	0.0546875	9.31272	
0.05625	-20.9262	0.05625	-20.9262	
0.0578125	-15.4482	0.0578125	-15.4482	
0.059375	-20.0497	0.059375	-20.0497	
0.0609375	-33.7449	0.0609375	-33.7449	
0.0625	-17.3107	0.0625	-17.3107	
0.0640625	-30.0198	0.0640625	-30.0198	
0.065625	-14.1334	0.065625	-14.1334	
0.0671875	-8.98404	0.0671875	-8.98404	
0.06875	-5.80676	0.06875	-5.80676	
0.0703125	-4.38246	0.0703125	-4.38246	
0.071875	-21.1454	0.071875	-21.1454	
0.0734375	-26.9521	0.0734375	-26.9521	
0.075	-1.20518	0.075	-1.20518	
0.0765625	-33.5258	0.0765625	-33.5258	
0.078125	2.08167	0.078125	2.08167	
0.0796875	1.31474	0.0796875	1.31474	
0.08125	-16.2151	0.08125	-16.2151	
